4
9,2,7,14,11,8,10,13,1,6,0,3,15,5,12,4
9,2,7,14,11,8,0,13,1,6,10,3,15,5,12,4
9,2,7,14,11,8,13,0,1,6,10,3,15,5,12,4
9,2,7,0,11,8,13,14,1,6,10,3,15,5,12,4
9,2,0,7,11,8,13,14,1,6,10,3,15,5,12,4
9,0,2,7,11,8,13,14,1,6,10,3,15,5,12,4
0,9,2,7,11,8,13,14,1,6,10,3,15,5,12,4
11,9,2,7,0,8,13,14,1,6,10,3,15,5,12,4
11,9,2,7,1,8,13,14,0,6,10,3,15,5,12,4
11,9,2,7,1,8,13,14,6,0,10,3,15,5,12,4
11,9,2,7,1,0,13,14,6,8,10,3,15,5,12,4
11,9,2,7,1,13,0,14,6,8,10,3,15,5,12,4
11,9,2,7,1,13,14,0,6,8,10,3,15,5,12,4
11,9,2,7,1,13,14,3,6,8,10,0,15,5,12,4
11,9,2,7,1,13,14,3,6,8,10,4,15,5,12,0
11,9,2,7,1,13,14,3,6,8,10,4,15,5,0,12
11,9,2,7,1,13,14,3,6,8,0,4,15,5,10,12
11,9,2,7,1,13,14,3,6,0,8,4,15,5,10,12
11,9,2,7,1,0,14,3,6,13,8,4,15,5,10,12
11,0,2,7,1,9,14,3,6,13,8,4,15,5,10,12
0,11,2,7,1,9,14,3,6,13,8,4,15,5,10,12
1,11,2,7,0,9,14,3,6,13,8,4,15,5,10,12
1,11,2,7,6,9,14,3,0,13,8,4,15,5,10,12
1,11,2,7,6,9,14,3,13,0,8,4,15,5,10,12
1,11,2,7,6,9,14,3,13,5,8,4,15,0,10,12
1,11,2,7,6,9,14,3,13,5,8,4,0,15,10,12
1,11,2,7,6,9,14,3,0,5,8,4,13,15,10,12
1,11,2,7,6,9,14,3,5,0,8,4,13,15,10,12
1,11,2,7,6,0,14,3,5,9,8,4,13,15,10,12
1,0,2,7,6,11,14,3,5,9,8,4,13,15,10,12
1,2,0,7,6,11,14,3,5,9,8,4,13,15,10,12
1,2,7,0,6,11,14,3,5,9,8,4,13,15,10,12
1,2,7,3,6,11,14,0,5,9,8,4,13,15,10,12
1,2,7,3,6,11,14,4,5,9,8,0,13,15,10,12
1,2,7,3,6,11,14,4,5,9,0,8,13,15,10,12
1,2,7,3,6,11,0,4,5,9,14,8,13,15,10,12
1,2,7,3,6,0,11,4,5,9,14,8,13,15,10,12
1,2,7,3,0,6,11,4,5,9,14,8,13,15,10,12
1,2,7,3,5,6,11,4,0,9,14,8,13,15,10,12
1,2,7,3,5,6,11,4,9,0,14,8,13,15,10,12
1,2,7,3,5,6,11,4,9,14,0,8,13,15,10,12
1,2,7,3,5,6,11,4,9,14,10,8,13,15,0,12
1,2,7,3,5,6,11,4,9,14,10,8,13,0,15,12
1,2,7,3,5,6,11,4,9,0,10,8,13,14,15,12
1,2,7,3,5,6,11,4,9,10,0,8,13,14,15,12
1,2,7,3,5,6,0,4,9,10,11,8,13,14,15,12
1,2,0,3,5,6,7,4,9,10,11,8,13,14,15,12
1,2,3,0,5,6,7,4,9,10,11,8,13,14,15,12
1,2,3,4,5,6,7,0,9,10,11,8,13,14,15,12
1,2,3,4,5,6,7,8,9,10,11,0,13,14,15,12
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0
